#IMAGE v2
2 v2
3902518 941 495 967 537 3.00249 2.25545 
3902524 798 448 877 353 2.91049 2.26542 
3902531 798 448 877 353 2.97891 2.36825 
3902538 762 340 840 513 2.91788 2.41638 
3902545 826 308 822 514 2.93279 2.46682 
3902551 825 313 822 514 3.0116 2.49572 
3902558 634 347 807 528 2.99777 2.40315 
3902565 687 362 756 518 2.96325 2.38121 
3902571 687 367 758 520 2.91869 2.37024 
3902578 656 351 804 557 2.98799 2.44216 
3902585 685 365 791 548 2.97654 2.4573 
3902592 685 360 791 548 2.97197 2.33783 
3902598 699 363 744 521 2.97113 2.4288 
3902604 698 355 780 534 2.93634 2.29331 
3902612 699 350 778 531 2.95729 2.29155 
3902618 688 338 741 493 2.91345 2.43873 
3902625 685 355 788 505 2.90831 2.31692 
3902632 685 355 788 505 2.96761 2.37239 
3902638 697 344 776 518 3.0171 2.45405 
3902645 685 353 803 532 2.88197 2.46224 
3902652 685 353 803 532 2.86657 2.45066 
3902658 700 346 834 561 2.91717 2.447 
3902665 685 347 719 486 2.93781 2.43736 
3902672 685 347 719 486 2.96174 2.44824 
3902679 734 329 772 511 2.90884 2.46538 
3902685 577 427 680 422 2.93511 2.54403 
3902692 577 427 680 422 2.96532 2.48066 
3902699 670 409 737 470 2.99177 2.3868 
3902705 664 395 702 464 2.97939 2.52481 
3902712 664 395 702 464 2.94794 2.48494 
3902718 674 410 687 441 2.95452 2.52668 
3902726 677 405 723 503 2.97599 2.47859 
3902732 677 405 723 503 2.98087 2.48758 
3902739 684 414 710 445 2.99606 2.48397 
3902745 673 406 668 462 2.98593 2.52286 
3902752 673 401 665 458 2.98726 2.56639 
3902759 672 404 732 480 2.98585 2.45188 
3902765 676 397 647 430 2.98585 2.45188 
3902773 676 397 647 430 2.98643 2.45363 
3902779 666 401 709 468 2.97366 2.51754 
3902785 666 399 632 458 2.98657 2.54291 
3902792 666 404 636 462 2.95405 2.63108 
3902799 674 408 638 474 2.9666 2.58172 
3902806 595 311 729 381 2.93717 2.41165 
3902812 595 305 727 377 3.02898 2.46899 
3902820 848 513 851 596 3.04735 2.41657 
3902826 789 516 814 568 3.12138 2.39383 
3902832 789 516 814 568 3.08336 2.45871 
3902839 847 440 860 551 2.97046 2.44641 
3902846 855 468 883 601 2.94308 2.48797 
3902853 853 473 884 603 2.95183 2.57194 
3902859 821 539 880 583 2.96923 2.46665 
3902866 856 501 883 544 2.97355 2.49434 
3902873 856 501 883 544 2.97248 2.52129 
3902879 846 534 839 559 2.97124 2.55748 
3902886 858 497 851 574 2.97099 2.55643 
3902893 858 497 851 574 2.9716 2.5629 
3902900 848 518 868 559 2.99892 2.5579 
3902906 836 532 832 569 2.96713 2.55558 
3902913 836 532 832 569 3.00794 2.45638 
3902920 817 522 901 566 3.03479 2.54023 
3902926 819 524 881 564 3.03556 2.40893 
3902933 819 524 881 564 3.0337 2.41947 
3902939 808 438 893 600 3.05306 2.52969 
3902947 820 472 909 598 3.04692 2.52598 
3902953 820 472 909 598 3.03403 2.51804 
3902960 767 395 870 628 3.02978 2.54205 
3902967 778 422 800 618 2.982 2.55168 
3902973 778 422 800 618 3.02707 2.49054 
3902980 555 469 604 500 3.09957 2.58427 
3902986 382 458 584 558 2.90484 2.3886 
3902993 382 458 584 558 3.13079 2.6407 
3903000 442 491 528 614 2.96199 2.60495 
3903007 469 486 533 620 2.96871 2.58473 
3903013 471 490 533 620 2.93153 2.67716 
3903020 304 504 503 596 3.09077 2.67206 
3903027 340 519 474 591 2.96633 2.67852 
3903033 340 519 478 593 2.96768 2.74537 
3903040 422 503 497 588 2.93094 2.56837 
3903047 417 484 525 618 2.92114 2.75216 
3903054 415 480 522 616 3.01498 2.78571 
3903061 415 501 487 621 2.96229 2.67316 
3903067 420 497 471 595 3.00832 2.66305 
3903074 420 497 471 595 2.981 2.67022 
3903080 366 493 497 600 3.01712 2.65993 
3903087 350 483 495 603 2.9603 2.72794 
3903093 350 483 495 603 2.96904 2.72725 
3903101 371 474 500 623 3.07842 2.6633 
3903107 393 495 544 632 3.04465 2.69475 
3903114 393 495 544 632 3.01137 2.70751 
3903121 394 504 519 577 3.00718 2.72046 
3903127 387 492 512 601 2.95802 2.7111 
3903134 384 487 508 598 3.0769 2.70219 
3903140 405 473 450 563 3.05566 2.69715 
3903148 400 483 487 572 3.05236 2.70163 
3903154 400 483 487 572 3.0429 2.70348 
3903161 393 451 515 573 2.97625 2.65392 
3903167 391 449 524 571 3.00114 2.71132 
3903174 394 454 529 574 3.06093 2.72549 
3903181 432 555 519 571 3.07731 2.79112 
3903187 413 540 489 570 3.08821 2.69823 
3903195 413 540 489 570 3.08798 2.67974 
3903201 400 602 503 579 3.07885 2.82231 
3903208 406 600 480 564 3.0227 2.63428 
3903214 406 600 480 564 3.05827 2.66115 
3903221 403 596 491 582 3.06351 2.72351 
3903228 380 577 481 599 3.09533 2.7195 
3903234 380 577 481 599 3.07232 2.76784 
3903242 375 578 520 582 3.07373 2.7312 
3903248 374 576 516 562 3.07079 2.71253 
3903254 374 576 516 562 3.03822 2.69963 
3903261 362 581 540 578 3.02329 2.73894 
3903268 363 574 551 566 3.04716 2.74295 
3903275 363 574 551 566 3.04737 2.73419 
3903281 379 562 534 545 3.05545 2.68128 
3903288 371 518 567 590 3.07514 2.72915 
3903295 371 518 567 590 3.06269 2.68589 
3903302 363 518 457 598 2.95958 2.72913 
3903308 367 520 468 503 3.05959 2.74159 
3903315 367 520 468 503 2.9587 2.73153 
3903322 415 536 534 611 2.92645 2.6828 
3903328 386 524 513 544 3.02247 2.69026 
3903335 386 524 513 544 3.02779 2.81785 
3903342 334 461 453 583 2.98006 2.70158 
3903348 438 493 438 533 2.97262 2.62555 
3903355 434 484 432 530 2.9265 2.63437 
3903362 423 532 470 588 2.88048 2.71318 
3903368 388 474 402 534 2.87677 2.68979 
3903375 388 474 397 531 3.06841 2.71447 
3903382 381 514 489 591 3.08886 2.72375 
3903388 379 491 473 562 2.93445 2.73528 
3903395 387 504 487 570 2.95462 2.77266 
3903402 386 502 533 552 2.97421 2.84665 
3903409 353 492 530 542 2.9636 2.86093 
3903415 353 492 530 542 2.91414 2.86088 
3903422 371 491 489 540 2.95808 2.83208 
3903429 345 474 503 531 2.92659 2.80518 
3903435 341 470 499 528 2.94965 2.75059 
3903442 365 480 493 506 2.99244 2.74571 
3903448 372 524 508 554 2.94864 2.69663 
3903456 372 524 508 554 3.06234 2.68652 
3903462 398 578 538 631 2.96111 2.71465 
3903469 403 574 528 637 3.05939 2.73357 
3903476 408 581 532 639 3.03958 2.71927 
3903482 414 557 523 610 2.87112 2.73331 
3903489 416 567 478 607 2.92082 2.73837 
3903496 416 567 482 609 3.07564 2.72984 
3903502 406 560 532 616 2.98817 2.72149 
3903509 398 532 474 577 3.01692 2.74739 
3903516 393 524 465 572 2.90866 2.7498 
3903523 416 561 517 611 3.01442 2.70098 
3903529 425 555 504 587 3.02909 2.70684 
3903536 425 555 504 587 2.86382 2.74868 
3903543 393 557 526 601 3.04692 2.70513 
3903549 457 569 502 594 2.90068 2.72301 
3903556 457 569 502 594 2.87501 2.72514 
3903562 447 579 503 585 3.064 2.6646 
3903570 418 559 521 600 3.06348 2.66272 
3903576 418 559 521 600 2.9087 2.67951 
3903583 435 582 530 600 3.07102 2.63965 
3903589 474 588 528 584 2.89037 2.63857 
3903596 474 588 528 584 2.87143 2.69259 
3903603 463 610 476 628 2.85741 2.64797 
3903609 461 599 462 606 2.8445 2.69329 
3903616 459 595 457 604 2.97871 2.62311 
3903623 466 588 522 600 2.86113 2.64126 
3903630 417 584 545 624 2.8634 2.6263 
3903636 417 584 545 624 2.97833 2.62769 
3903643 435 579 525 622 2.85326 2.64482 
3903650 423 592 525 609 2.99928 2.63011 
3903656 426 596 529 612 2.93531 2.67056 
3903663 447 594 496 601 2.90458 2.64626 
3903670 430 578 523 623 2.9041 2.73793 
3903677 430 578 523 623 2.8725 2.75313 
3903683 442 602 516 623 2.89602 2.73828 
3903690 435 522 521 609 2.86513 2.68325 
3903697 439 529 525 611 2.88007 2.61241 
3903703 543 513 550 528 2.9062 2.73258 
3903710 468 495 560 485 2.80222 2.63598 
3903717 468 495 564 488 2.87578 2.59172 
3903723 596 445 666 539 2.75891 2.58019 
3903730 609 441 597 507 2.78046 2.57923 
3903737 608 432 590 501 2.83131 2.53915 
3903743 608 459 559 470 2.82162 2.53646 
3903750 621 466 621 472 2.84956 2.63253 
3903757 621 466 621 472 2.85763 2.63639 
3903764 629 458 599 572 2.82135 2.52271 
3903770 632 457 615 557 2.81243 2.51583 
3903777 632 457 615 557 2.81287 2.55822 
3903783 629 464 628 542 2.80178 2.62674 
3903791 621 455 630 540 2.78342 2.64045 
3903797 621 455 630 540 2.81052 2.55863 
3903804 606 461 566 469 2.85265 2.57795 
3903811 541 422 660 507 2.8192 2.58426 
3903817 541 422 660 507 2.83045 2.62332 
3903824 556 455 610 400 2.7468 2.62195 
3903830 556 455 587 415 2.81077 2.60832 
3903837 556 455 587 415 2.84027 2.61486 
3903844 547 458 580 421 2.7696 2.56597 
3903851 527 443 593 445 2.81411 2.59002 
3903857 527 443 593 445 2.81371 2.58669 
3903864 536 486 600 456 2.79197 2.56555 
3903871 540 458 589 438 2.83585 2.5879 
3903877 540 458 589 438 2.75398 2.54393 
3903884 559 508 627 448 2.76964 2.53881 
3903891 560 495 627 450 2.83161 2.5448 
3903898 560 495 627 450 2.75228 2.6221 
3903904 561 502 611 444 2.76673 2.65868 
3903911 563 516 615 442 2.78157 2.64323 
3903917 563 516 615 442 2.82419 2.59053 
3903924 577 510 624 430 2.81335 2.61362 
3903931 680 467 605 463 2.86386 2.581 
3903938 680 467 605 463 2.77497 2.50609 
3903944 713 437 816 500 2.95292 2.46102 
3903951 815 376 841 500 2.9045 2.23148 
3903958 816 371 840 497 2.26931 2.05837 
3904096 0 0 1266 457 0 2.99641 
3904105 0 0 1260 464 0 3.00916 
3904108 871 450 864 528 2.95728 2.38789 
3904112 866 468 891 550 2.98098 2.39122 
3904118 862 477 892 553 2.93254 2.43884 
3904125 831 496 870 562 2.91355 2.43769 
3904132 830 468 850 588 2.91637 2.43308 
3904139 833 460 849 586 2.91973 2.35463 
3904145 801 494 868 567 2.88812 2.34897 
3904152 823 514 845 560 2.94556 2.35434 
3904159 826 506 842 555 2.91438 2.23855 
3904166 819 505 859 594 2.96083 2.25131 
3904172 856 517 872 587 2.94893 2.25651 
3904179 856 517 872 587 2.94406 2.31011 
3904185 826 513 854 598 2.95843 2.39261 
3904192 860 525 839 593 2.95409 2.37358 
3904199 860 525 839 593 2.95315 2.40591 
3904206 831 521 853 584 2.97995 2.41714 
3904212 851 548 869 599 2.99002 2.37417 
3904219 850 551 869 599 2.98884 2.54375 
3904226 873 470 872 571 2.98928 2.46779 
3904233 728 443 755 498 2.94124 2.49126 
3904239 727 451 759 504 3.01935 2.3336 
3904246 501 452 562 507 2.94614 2.49621 
3904252 472 476 440 523 2.87011 2.38741 
3904259 472 477 445 526 3.07024 2.48127 
3904267 446 563 580 585 3.11274 2.58108 
3904273 432 551 533 594 3.11084 2.51597 
3904279 425 539 525 589 3.04977 2.53622 
3904286 399 417 535 573 3.09027 2.56135 
3904293 444 520 489 578 3.0857 2.54326 
3904299 439 511 480 573 3.08599 2.55273 
3904306 387 510 470 570 3.13111 2.50486 
3904313 394 512 442 535 3.18801 2.51391 
3904320 394 512 442 535 3.07487 2.58986 
3904326 434 419 469 582 3.09305 2.63409 
3904333 438 420 440 543 3.08543 2.52205 
3904340 442 430 445 546 3.1341 2.60367 
3904346 429 467 507 555 3.11389 2.6547 
3904353 406 466 514 617 3.1564 2.65304 
3904360 411 475 522 622 3.12808 2.66448 
3904366 440 500 539 639 3.10416 2.69115 
3904373 410 472 490 581 3.12641 2.67526 
3904380 410 472 490 581 3.13871 2.67579 
3904386 404 512 535 580 3.16708 2.61813 
3904393 391 484 517 521 3.12818 2.6765 
3904400 391 484 517 521 3.14076 2.62011 
3904407 428 540 481 508 3.14056 2.6492 
3904413 403 517 488 534 3.15527 2.62355 
3904420 403 517 488 534 3.15713 2.65035 
3904427 417 552 530 544 3.14104 2.65045 
3904434 415 554 494 510 3.14186 2.65403 
3904440 415 554 494 510 3.1217 2.65505 
3904447 413 555 538 557 3.11373 2.62744 
3904454 433 563 490 520 3.11373 2.62744 
3904460 433 563 490 520 3.11765 2.63869 
3904467 407 541 503 544 3.11415 2.62683 
3904473 408 544 523 559 3.13783 2.63916 
3904480 408 544 523 559 3.13783 2.63916 
3904487 444 562 520 544 3.10967 2.60779 
3904494 435 552 503 517 3.10627 2.65448 
3904500 435 552 503 517 3.09382 2.62431 
3904507 445 575 479 550 3.09424 2.64046 
0-test-01-different1 1 
3905411 305 317 283 383 2.79545 2.53523 
3905418 350 393 352 458 2.82363 2.52936 
3905425 350 393 352 458 2.80499 2.54611 
3905431 231 324 366 451 2.87181 2.58308 
3905439 245 327 393 471 2.81268 2.56272 
3905445 253 338 398 474 2.8097 2.55809 
3905452 298 423 325 454 2.83967 2.67398 
3905458 290 356 304 429 2.82738 2.62916 
3905465 290 356 310 432 2.89952 2.67879 
3905471 313 368 324 435 2.83121 2.65225 
3905479 200 308 343 448 2.83775 2.57993 
3905486 191 297 331 441 2.73969 2.59783 
3905492 290 386 351 420 2.76298 2.60222 
3905498 202 254 357 421 2.76364 2.60523 
3905505 202 254 357 421 2.75076 2.69476 
3905512 269 295 372 400 2.70951 2.60912 
3905519 210 360 285 386 2.70953 2.62014 
3905525 200 348 277 381 2.76425 2.57436 
3905532 235 355 315 389 2.81215 2.59759 
3905539 218 348 308 409 2.81031 2.55838 
3905545 218 348 302 405 2.85178 2.56302 
3905552 239 340 295 385 2.81596 2.63438 
3905559 237 350 283 358 2.83903 2.59958 
3905565 246 363 297 366 2.82294 2.65874 
3905572 284 382 387 391 2.79858 2.6291 
3905579 283 386 375 421 2.82744 2.62925 
3905586 290 396 380 425 2.82452 2.67292 
3905592 305 435 374 440 2.86196 2.63071 
3905599 269 355 343 430 2.85877 2.67498 
3905605 269 355 348 434 2.86412 2.61857 
3905612 307 339 376 459 2.76052 2.54748 
3905619 302 327 309 444 2.74729 2.56541 
3905626 295 316 297 437 2.77719 2.57951 
3905633 201 282 324 420 2.77746 2.59264 
3905639 184 262 308 443 2.80044 2.52789 
3905646 193 274 314 447 2.76986 2.61431 
3905652 276 346 310 363 2.76922 2.5197 
3905659 278 360 341 362 2.76779 2.5464 
3905666 278 360 347 366 2.75922 2.63759 
3905673 213 255 412 448 2.80505 2.49468 
3905679 222 297 376 333 2.70393 2.47344 
3905686 213 285 364 325 2.86589 2.47874 
3905693 217 152 333 299 2.78113 2.4469 
3905699 248 152 414 328 2.81242 2.36495 
3905706 248 152 414 328 2.84672 2.46914 
3905713 216 132 377 305 2.80503 2.42115 
3905720 232 123 386 284 2.84664 2.45608 
3905726 232 123 386 284 2.74992 2.48607 
3905733 266 140 487 325 2.73784 2.45592 
3905740 262 142 292 284 2.7261 2.47113 
3905746 262 142 292 284 2.75197 2.46631 
3905753 260 104 398 272 2.75181 2.46727 
3905760 211 142 380 288 2.80057 2.40244 
3905767 206 134 374 283 2.82349 2.38272 
3905773 257 124 372 322 2.81035 2.45007 
3905780 148 106 351 281 2.81619 2.45364 
3905787 148 106 351 281 2.80664 2.44265 
3905793 201 147 303 230 2.81359 2.42784 
3905800 196 143 359 283 2.80848 2.37138 
3905806 201 151 366 288 2.82408 2.40986 
3905814 229 134 366 258 2.8115 2.37895 
3905820 245 148 393 292 2.77448 2.34709 
3905827 245 148 393 292 2.77572 2.45172 
3905833 235 137 424 308 2.77848 2.47881 
3905840 247 202 424 232 2.766 2.46708 
3905847 247 202 424 232 2.78255 2.47132 
3905854 231 153 437 237 2.78295 2.38376 
3905860 244 148 373 238 2.78431 2.4189 
3905867 244 148 373 238 2.80217 2.44743 
3905873 257 165 367 242 2.80948 2.46958 
3905880 212 143 380 257 2.79625 2.45115 
3905887 212 143 380 257 2.84954 2.45956 
3905894 219 161 399 265 2.83475 2.43239 
3905900 338 264 438 290 2.83839 2.44813 
3905907 338 264 438 290 2.81807 2.45518 
3905914 287 207 323 254 2.83233 2.42481 
3905920 266 214 347 284 2.81711 2.45621 
3905927 262 207 340 278 2.79542 2.46657 
3905934 267 203 316 236 2.79625 2.44116 
3905941 276 207 296 218 2.79549 2.43724 
3905947 272 200 289 213 2.79394 2.43226 
3905954 290 156 406 311 2.79284 2.47904 
3905961 338 231 450 349 2.62514 2.46321 
3905967 338 231 456 354 2.70957 2.24667 
3905974 518 284 600 219 2.68865 2.2534 
3905980 642 231 476 184 2.61323 2.04121 
3905988 642 237 471 178 2.61058 2.01729 
3905994 746 268 862 364 2.75784 2.28354 
3906001 805 308 842 360 2.67043 2.26751 
3906008 805 307 843 364 2.8085 2.30908 
3906014 806 312 922 381 2.75339 2.32706 
3906021 791 257 882 348 2.8104 2.2913 
3906027 791 257 883 349 2.69994 2.24403 
3906034 801 340 881 359 2.71111 2.20276 
3906041 817 359 902 399 2.69023 2.25699 
3906048 815 364 902 403 2.66331 2.23772 
3906054 795 186 865 351 2.63542 2.26471 
3906061 780 233 869 379 2.64714 2.29052 
3906068 780 233 869 379 2.61941 2.22863 
3906074 752 281 835 357 2.63387 2.30919 
3906081 742 283 817 420 2.64913 2.27021 
3906088 741 288 817 420 2.72244 2.25098 
3906095 745 383 807 443 2.72484 2.30049 
3906101 745 388 825 403 2.68314 2.26342 
3906108 744 393 827 407 2.64851 2.24849 
3906115 726 336 804 300 2.65821 2.21024 
3906121 818 309 811 336 2.63144 2.23222 
3906128 818 309 811 336 2.6183 2.22645 
3906135 805 324 823 344 2.61439 2.28415 
3906142 788 326 855 379 2.61938 2.27283 
3906148 788 326 855 379 2.62959 2.28661 
3906155 793 242 889 405 2.60106 2.21589 
3906161 797 348 861 426 2.63012 2.24534 
3906168 798 343 861 426 2.62998 2.222 
3906175 837 349 876 363 2.64069 2.25224 
3906182 825 298 814 325 2.62967 2.20943 
3906188 827 293 813 321 2.61082 2.25889 
3906195 836 290 832 313 2.60786 2.28144 
3906202 811 304 859 359 2.62179 2.2492 
3906208 811 304 859 359 2.62427 2.28332 
3906215 733 312 812 340 2.6208 2.23539 
3906222 738 278 856 343 2.60338 2.27476 
3906229 739 272 855 339 2.64014 2.22685 
3906235 821 264 870 351 2.62972 2.22362 
3906242 829 267 861 340 2.62876 2.22664 
3906249 829 267 861 340 2.6056 2.22634 
3906255 806 285 798 295 2.62398 2.20868 
3906262 801 321 827 386 2.66062 2.22439 
3906269 799 327 828 390 2.66952 2.2599 
3906275 813 297 934 368 2.6522 2.21455 
3906282 804 307 840 315 2.61315 2.24382 
3906289 804 307 840 315 2.62084 2.26985 
3906296 805 318 841 334 2.61319 2.27303 
3906302 819 327 835 387 2.63205 2.21039 
3906309 821 322 833 382 2.61236 2.21102 
3906315 748 270 839 348 2.62823 2.29054 
3906323 843 232 843 379 2.64875 2.31294 
3906329 845 226 842 375 2.64345 2.25703 
3906336 814 234 832 376 2.52381 2.26771 
3906342 790 248 962 343 2.65159 2.17857 
3906349 790 248 962 348 2.72148 2.32928 
3906356 800 319 893 329 2.7161 2.27429 
3906363 811 271 880 273 2.73634 2.27419 
3906369 809 277 880 273 2.60681 2.18113 
3906376 694 256 801 347 2.65614 2.10432 
3906383 570 182 715 271 2.51173 2.24578 
3906389 570 182 717 277 2.58387 2.42476 
3906396 418 81 359 174 2.64327 2.3324 
3906403 193 95 407 158 2.56661 2.41015 
3906409 193 95 401 152 2.66189 2.45858 
3906416 197 48 460 202 2.70926 2.45263 
3906423 249 107 371 81 2.65134 2.42644 
3906430 254 115 377 88 2.71896 2.41834 
3906436 275 82 406 192 2.73268 2.44685 
3906443 274 52 406 196 2.71437 2.4235 
3906449 274 52 406 196 2.71753 2.42352 
3906456 228 103 409 231 2.67618 2.38976 
3906463 207 50 454 261 2.70218 2.42337 
3906470 211 58 459 266 2.76137 2.40208 
3906477 271 98 408 240 2.74054 2.40165 
3906483 287 107 394 214 2.74257 2.38861 
3906490 291 114 400 219 2.75367 2.3879 
3906496 200 141 435 224 2.75032 2.38064 
3906503 232 157 394 154 2.74919 2.38015 
3906510 232 157 394 154 2.74924 2.37339 
3906517 211 151 380 153 2.76317 2.37228 
3906523 202 131 394 176 2.74386 2.38317 
3906530 197 123 389 170 2.75313 2.41097 
3906537 184 111 374 206 2.76885 2.39542 
3906543 166 59 417 213 2.81068 2.40832 
3906550 162 51 412 208 2.86166 2.40832 
3906557 217 25 368 214 2.81843 2.4118 
3906563 238 86 321 124 2.8562 2.39276 
3906570 234 78 321 124 2.75556 2.35816 
3906577 248 90 371 215 2.7335 2.37448 
3906584 220 62 384 233 2.73882 2.31931 
3906590 220 62 378 227 2.73392 2.33342 
3906597 259 99 349 211 2.80226 2.33104 
3906604 174 70 436 260 2.80197 2.37107 
3906611 179 78 441 265 2.80022 2.34591 
3906617 177 86 413 190 2.79835 2.4123 
3906624 144 33 368 210 2.77589 2.36961 
3906630 144 33 368 210 2.80373 2.41038 
3906637 191 116 379 197 2.77029 2.37996 
3906644 212 156 421 186 2.79836 2.41585 
3906651 212 156 421 186 2.764 2.35419 
3906657 191 155 334 154 2.79323 2.32865 
3906664 250 92 395 199 2.76018 2.33421 
3906670 245 84 395 199 2.74384 2.31491 
3906677 232 180 389 225 2.78158 2.34135 
3906684 299 68 317 143 2.75769 2.37949 
3906691 296 60 303 131 2.76229 2.3008 
3906697 292 96 335 122 2.75815 2.33787 
3906704 271 99 261 144 2.76918 2.30517 
3906711 275 107 268 150 2.78463 2.38528 
3906717 268 59 352 135 2.77569 2.35117 
3906724 249 106 316 172 2.80331 2.39477 
3906731 253 115 324 178 2.82186 2.288 
3906738 281 78 308 135 2.84226 2.38096 
3906744 223 103 341 140 2.81054 2.36902 
3906751 227 110 341 140 2.76244 2.40928 
3906758 247 91 288 112 2.84176 2.39995 
3906765 206 135 388 140 2.8449 2.32254 
3906771 206 135 394 145 2.78985 2.37558 
3906778 200 89 378 165 2.7737 2.37319 
3906784 200 101 378 122 2.80571 2.38727 
3906791 195 94 372 117 2.75373 2.45908 
3906798 191 75 339 99 2.80128 2.45983 
3906805 188 104 423 161 2.75311 2.44744 
3906811 188 104 423 161 2.75207 2.48259 
3906818 188 90 345 105 2.75152 2.44051 
3906824 187 113 373 135 2.77608 2.43397 
3906832 187 113 373 135 2.76509 2.4424 
3906838 179 114 294 81 2.77199 2.417 
3906845 266 120 310 96 2.81654 2.44124 
3906851 266 120 310 96 2.81392 2.45343 
3906858 242 128 336 165 2.75212 2.45104 
3906865 260 129 452 189 2.76592 2.4734 
3906872 256 121 452 189 2.65641 2.26778 
3906878 457 182 565 331 2.60474 2.23875 
3906885 561 232 586 211 2.74377 2.24662 
3906892 560 231 578 200 2.81597 2.35592 
