#READING
Language: Spanish
Description: Conjunto de oraciones y preguntas minimalista, en español. 
######
1: Los niños disfrutaron del paseo mucho más que yo.| 
2: Mucho ruido y pocas nueces.|
3: De lo que no se sabe es mejor callar.| ¿Qué es prudente hacer? , Callar, Observar, Mentir
4: Quien mal anda mal acaba.|
5: Chancho limpio nunca engorda.|
6: La guadaña es el símbolo de la muerte.|
7: Baco es el Dios del vino.|
8: Pedro es el único actor de la novela.| ¿Qué es Pedro? , Actor, Policía, Albañil
9: A la isla se puede llegar solamente por avión.|
10: Juan se dislocó el hombro por tercera vez.|
16:En la casa de Juan no hay animales.| 
21:Javier tiene amigos que son muy raros.| ¿Cómo son algunos amigos de Javier?, Raros, Iinteligentes, Interesados
27:Jorge consiguió una beca para estudiar 
30:Gustavo encontró una billetera tirada en el bar.| 
32:Luis miró todo el partido de fútbol.| 
36:A Mario le gusta ver cine los domingos.| 
42:La casa de Martín tiene un parque muy grande.|
45:Juan no anda bien con su pareja.| 
50:La película terminó de forma extraña.| ¿Cómo fue el final de la película?, Extraño, Feliz, Malo
56:Luis visitó el mes pasado a unos parientes de Europa.| 
59:Laura me recomendó consultar urgente al médico.| 
68:En Londres el clima es muy húmedo.| 
71:A Miguel le entregaron ayer el auto nuevo.| 
73:Elisa nunca supo cómo resolver el problema.|
76:Ayer charlamos con Laura sobre su hija.| 
84:La discusión de ayer era inevitable.| ¿Qué era inevitable?, Discusión, Arreglo, Ayuda
87:Daniel preparó café para sus amigos.|
93:No fueron claras las cuentas de la empresa.| 
96:Los amigos lo acompañaron en ese momento.|
104:La picadura de ciertas arañas puede ser mortal.|
107:Tanto insistió con eso que al final se lo dieron.|
110:El mago hizo trucos con cartas.| ¿Qué hizo el mago?, Trucos, Ilusiones, Magia
0001 779031001 754.592 404.354 754.592 404.354 5 29 5 29 9 3.67 3.07
0001 779031018 753.78 404.799 753.78 404.799 5 29 5 29 9 3.66 3.07
0001 779031035 755.571 402.244 755.571 402.244 5 30 5 30 9 3.67 3.06
0001 779031051 754.484 403.122 754.484 403.122 5 29 5 29 9 3.68 3.08
0001 779031085 754.272 404.973 754.272 404.973 5 29 5 29 9 3.67 3.09
0001 779031101 754.569 406.794 754.569 406.794 5 29 5 29 9 3.68 3.09
0001 779031118 756.461 406.702 756.461 406.702 5 30 5 30 9 3.69 3.09
0001 779031135 902.561 406.89 902.561 406.89 7 39 7 39 9 3.7 3.1
0001 779031151 908.485 407.912 908.485 407.912 7 39 7 39 9 3.7 3.11
0001 779031168 909.522 409.13 909.522 409.13 7 39 7 39 9 3.7 3.12
0001 779031185 911.049 411.799 911.049 411.799 7 39 7 39 9 3.71 3.13
0001 779031201 912.593 409.294 912.593 409.294 7 39 7 39 9 3.7 3.12
0001 779031218 913.679 409.063 913.679 409.063 7 39 7 39 9 3.71 3.12
0001 779031235 915.543 411.739 915.543 411.739 7 40 7 40 9 3.71 3.13
0001 779031252 917.982 411.909 917.982 411.909 7 40 7 40 9 3.71 3.13
0001 779031268 918.519 412.716 918.519 412.716 7 40 7 40 9 3.71 3.12
0001 779031285 918.647 413.78 918.647 413.78 7 40 7 40 9 3.7 3.11
0001 779031318 919.541 412.459 919.541 412.459 7 40 7 40 9 3.69 3.13
0001 779031335 920.708 414.416 920.708 414.416 7 40 7 40 9 3.68 3.13
0001 779031385 922.522 414.439 922.522 414.439 7 40 7 40 9 3.67 3.13
0001 779031418 923.946 413.955 923.946 413.955 7 40 7 40 9 3.68 3.13
0001 779031435 1042.94 443.759 1042.94 443.759 10 47 10 47 9 3.68 3.12
0001 779031452 1142.98 571.027 1142.98 571.027 0 0 0 0 9 3.67 3.12
0001 779031468 1151.12 582.553 1151.12 582.553 0 0 0 0 9 3.67 3.13
0001 779031485 1158.55 589.219 1158.55 589.219 0 0 0 0 9 3.68 3.13
0001 779031502 1165.56 589.298 1165.56 589.298 0 0 0 0 9 3.67 3.14
0001 779031518 1170.29 589.288 1170.29 589.288 0 0 0 0 9 3.67 3.14
0001 779031535 1168.26 586.683 1168.26 586.683 0 0 0 0 9 3.66 3.14
0001 779031552 1173.37 585.159 1173.37 585.159 0 0 0 0 9 3.65 3.14
0001 779031568 1179.6 585.064 1179.6 585.064 0 0 0 0 9 3.65 3.14
0001 779031585 1179.73 583.632 1179.73 583.632 0 0 0 0 9 3.64 3.14
0001 779031602 1179.46 584.324 1179.46 584.324 0 0 0 0 9 3.63 3.14
0001 779031635 1182.15 586.959 1182.15 586.959 0 0 0 0 9 3.64 3.14
0001 779031668 1185.92 587.836 1185.92 587.836 0 0 0 0 9 3.64 3.14
0001 779031685 1187.36 587.262 1187.36 587.262 0 0 0 0 9 3.64 3.14
0001 779031726 1190.22 585.311 1190.22 585.311 0 0 0 0 9 3.65 3.14
0001 779031735 1191.15 583.753 1191.15 583.753 0 0 0 0 9 3.65 3.15
0001 779031752 1191.48 581.195 1191.48 581.195 0 0 0 0 9 3.64 3.15
0001 779031768 1193.42 582.111 1193.42 582.111 0 0 0 0 9 3.65 3.13
0001 779031785 1194.18 581.846 1194.18 581.846 0 0 0 0 9 3.65 3.13
0001 779031802 1193.36 582.065 1193.36 582.065 0 0 0 0 9 3.65 3.13
0001 779031818 1199.06 594.084 1199.06 594.084 0 0 0 0 9 3.65 3.13
0001 779031835 1201.95 593.02 1201.95 593.02 0 0 0 0 9 3.64 3.14
0001 779031852 1205.61 596.877 1205.61 596.877 0 0 0 0 9 3.64 3.14
0001 779031868 1208.14 602.153 1208.14 602.153 0 0 0 0 9 3.65 3.14
0001 779031885 1209.25 601.117 1209.25 601.117 0 0 0 0 9 3.65 3.16
0001 779031902 1211.78 606.957 1211.78 606.957 0 0 0 0 9 3.65 3.16
0001 779031935 1212.78 611.318 1212.78 611.318 0 0 0 0 9 3.66 3.16
0001 779031952 1213.43 612.455 1213.43 612.455 0 0 0 0 9 3.67 3.16
0001 779031985 1215.46 612.188 1215.46 612.188 0 0 0 0 9 3.68 3.15
0001 779032002 1217.13 612.671 1217.13 612.671 0 0 0 0 9 3.68 3.15
0002 779032602 474.287 370.016 474.287 370.016 1 1 1 1 5 3.59 2.99
0002 779032621 472.067 370.403 472.067 370.403 1 1 1 1 5 3.58 2.98
0002 779032635 471.023 371.856 471.023 371.856 1 1 1 1 5 3.58 2.97
0002 779032652 469.017 372.474 469.017 372.474 1 1 1 1 5 3.57 2.97
0002 779032669 468.738 373.583 468.738 373.583 1 1 1 1 5 3.57 2.97
0002 779032685 468.177 374.738 468.177 374.738 1 1 1 1 5 3.57 2.97
0002 779032702 467.318 375.928 467.318 375.928 0 0 0 0 5 3.57 2.97
0002 779032719 466.565 376.382 466.565 376.382 0 0 0 0 5 3.57 2.97
0002 779032752 466.694 377.305 466.694 377.305 0 0 0 0 5 3.57 2.97
0002 779032769 466.952 378.083 466.952 378.083 0 0 0 0 5 3.56 2.98
0002 779032785 466.304 378.954 466.304 378.954 0 0 0 0 5 3.56 2.97
0002 779032819 526.92 381.11 526.92 381.11 1 4 1 4 5 3.55 2.97
0002 779032836 527.853 383.632 527.853 383.632 1 4 1 4 5 3.54 2.97
0002 779032852 540.576 384.633 540.576 384.633 1 5 1 5 5 3.53 2.99
0002 779032869 542.284 387.596 542.284 387.596 1 5 1 5 5 3.53 2.99
0002 779032886 542.906 388.226 542.906 388.226 1 5 1 5 5 3.53 2.99
0002 779032902 544.676 390.856 544.676 390.856 1 5 1 5 5 3.54 2.98
0002 779032919 544.377 393.09 544.377 393.09 1 5 1 5 5 3.54 2.98
0002 779032936 545.674 395.342 545.674 395.342 1 5 1 5 5 3.54 2.99
0002 779032952 546.283 397.036 546.283 397.036 1 5 1 5 5 3.54 2.99
0002 779032969 547.284 398.462 547.284 398.462 1 6 1 6 5 3.55 2.99
0002 779032986 584.367 401.079 584.367 401.079 2 8 2 8 5 3.55 2.99
0002 779033002 593.472 402.753 593.472 402.753 2 8 2 8 5 3.55 2.99
0002 779033036 595.042 404.291 595.042 404.291 2 9 2 9 5 3.56 2.99
0002 779033052 596.186 405.817 596.186 405.817 2 9 2 9 5 3.55 2.98
0002 779033069 602.892 406.28 602.892 406.28 2 9 2 9 5 3.55 2.99
0002 779033086 606.642 407.332 606.642 407.332 2 9 2 9 5 3.54 2.98
0002 779033102 608.723 407.797 608.723 407.797 2 9 2 9 5 3.53 2.98
0002 779033119 607.263 407.621 607.263 407.621 2 9 2 9 5 3.52 2.98
0002 779033136 609.641 407.288 609.641 407.288 2 9 2 9 5 3.51 2.97
0002 779033152 626.576 407.746 626.576 407.746 2 10 2 10 5 3.52 2.97
0002 779033169 730.612 407.139 730.612 407.139 4 17 4 17 5 3.5 2.97
0002 779033186 732.6 405.41 732.6 405.41 4 17 4 17 5 3.49 2.98
0002 779033202 737.263 404.896 737.263 404.896 4 17 4 17 5 3.49 2.98
0002 779033236 736.562 404.537 736.562 404.537 4 17 4 17 5 3.49 2.98
0002 779033252 736.521 404.131 736.521 404.131 4 17 4 17 5 3.48 2.97
0002 779033269 736.451 403.719 736.451 403.719 4 17 4 17 5 3.47 2.97
0002 779033286 738.388 403.539 738.388 403.539 4 17 4 17 5 3.47 2.97
0002 779033302 738.672 405.685 738.672 405.685 4 17 4 17 5 3.47 2.97
0002 779033336 739.317 404.316 739.317 404.316 4 18 4 18 5 3.47 2.97
0002 779033386 738.351 405.915 738.351 405.915 4 17 4 17 5 3.47 2.97
0002 779033403 738.471 406.44 738.471 406.44 4 17 4 17 5 3.47 2.97
0002 779033419 748.374 408.149 748.374 408.149 4 18 4 18 5 3.47 2.97
0002 779033436 942.5 450.469 942.5 450.469 0 0 0 0 5 3.48 2.98
0002 779033452 1030.67 537.905 1030.67 537.905 0 0 0 0 5 3.49 2.99
0002 779033469 1051.59 547.131 1051.59 547.131 0 0 0 0 5 3.49 3
0002 779033486 1061.92 547.778 1061.92 547.778 0 0 0 0 5 3.49 3.01
0002 779033503 1063.64 549.86 1063.64 549.86 0 0 0 0 5 3.5 3.02
0002 779033536 1065.25 547.128 1065.25 547.128 0 0 0 0 5 3.5 3.03
0002 779033553 1066.48 546.439 1066.48 546.439 0 0 0 0 5 3.51 3.03
0002 779033569 1067.32 546.713 1067.32 546.713 0 0 0 0 5 3.51 3.04
0002 779033586 1069.36 546.773 1069.36 546.773 0 0 0 0 5 3.52 3.05
0002 779033603 1071.12 547.591 1071.12 547.591 0 0 0 0 5 3.53 3.05
0002 779033636 1071.38 547.778 1071.38 547.778 0 0 0 0 5 3.53 3.05
0002 779033653 1071.06 548.705 1071.06 548.705 0 0 0 0 5 3.53 3.05
0002 779033669 1072.66 550.163 1072.66 550.163 0 0 0 0 5 3.54 3.05
0002 779033686 1094.56 554.372 1094.56 554.372 0 0 0 0 5 3.54 3.06
0002 779033703 1105.73 579.392 1105.73 579.392 0 0 0 0 5 3.55 3.06
0002 779033719 1115.48 579.852 1115.48 579.852 0 0 0 0 5 3.55 3.07
0002 779033736 1118.82 592.079 1118.82 592.079 0 0 0 0 5 3.56 3.06
0002 779033753 1121.48 599.696 1121.48 599.696 0 0 0 0 5 3.57 3.06
0002 779033786 1127.87 602.189 1127.87 602.189 0 0 0 0 5 3.58 3.06
0002 779033803 1128.89 604.984 1128.89 604.984 0 0 0 0 5 3.58 3.05
0003 ¿Qué es prudente hacer? -> Callar
0004 779039205 478.183 392.372 478.183 392.372 0 0 0 0 5 3.53 2.96
0004 779039222 478.21 392.497 478.21 392.497 0 0 0 0 5 3.52 2.96
0004 779039239 480.872 394.873 480.872 394.873 0 0 0 0 5 3.52 2.96
0004 779039272 481.994 392.633 481.994 392.633 0 0 0 0 5 3.51 2.97
0004 779039288 481.164 394.77 481.164 394.77 0 0 0 0 5 3.52 2.97
0004 779039305 480.902 393.019 480.902 393.019 0 0 0 0 5 3.52 2.97
0004 779039322 480.391 395.166 480.391 395.166 0 0 0 0 5 3.52 2.98
0004 779039338 482.592 393.895 482.592 393.895 0 0 0 0 5 3.52 2.98
0004 779039355 482.786 392.121 482.786 392.121 0 0 0 0 5 3.52 2.98
0004 779039372 483.576 391.868 483.576 391.868 0 0 0 0 5 3.52 2.98
0004 779039388 484.211 392.323 484.211 392.323 1 1 1 1 5 3.52 2.98
0004 779039439 484.249 392.53 484.249 392.53 1 1 1 1 5 3.51 2.97
0004 779039489 503.434 394.243 503.434 394.243 1 2 1 2 5 3.51 2.97
0004 779039522 521.399 393.31 521.399 393.31 1 3 1 3 5 3.51 2.96
0004 779039539 530.877 394.92 530.877 394.92 1 3 1 3 5 3.5 2.97
0004 779039555 523.405 394.092 523.405 394.092 1 3 1 3 5 3.5 2.96
0004 779039572 536.635 395.998 536.635 395.998 1 4 1 4 5 3.5 2.96
0004 779039589 536.429 394.314 536.429 394.314 1 4 1 4 5 3.5 2.97
0004 779039605 541.371 394.489 541.371 394.489 1 4 1 4 5 3.49 2.96
0004 779039622 540.875 396.91 540.875 396.91 1 4 1 4 5 3.49 2.97
0004 779039639 568.074 398.357 568.074 398.357 1 6 1 6 5 3.49 2.98
0004 779039655 564.269 399.256 564.269 399.256 1 6 1 6 5 3.49 2.97
0004 779039672 582.561 400.216 582.561 400.216 2 7 2 7 5 3.49 2.97
0004 779039689 584.996 399.774 584.996 399.774 2 7 2 7 5 3.5 2.97
0004 779039722 588.044 401.412 588.044 401.412 2 7 2 7 5 3.51 2.97
0004 779039739 579.55 398.465 579.55 398.465 2 7 2 7 5 3.51 2.98
0004 779039772 589.605 402.794 589.605 402.794 2 7 2 7 5 3.52 2.99
0004 779039789 592.85 402.204 592.85 402.204 2 7 2 7 5 3.54 3
0004 779039805 593.605 404.168 593.605 404.168 2 7 2 7 5 3.54 3
0004 779039822 593.45 402.953 593.45 402.953 2 7 2 7 5 3.54 3
0004 779039839 597.04 402.86 597.04 402.86 2 8 2 8 5 3.55 3
0004 779039855 711.574 402.172 711.574 402.172 3 15 3 15 5 3.56 3.01
0004 779039872 701.53 399.144 701.53 399.144 3 14 3 14 5 3.57 3.02
0004 779039889 705.101 398.881 705.101 398.881 3 14 3 14 5 3.57 3.03
0004 779039906 703.37 393.359 703.37 393.359 3 14 3 14 5 3.58 3.03
0004 779039922 704.228 395.996 704.228 395.996 3 14 3 14 5 3.59 3.04
0004 779039939 705.454 399.739 705.454 399.739 3 14 3 14 5 3.59 3.03
0004 779039956 706.414 395.967 706.414 395.967 3 14 3 14 5 3.61 3.03
0004 779039989 706.86 396.743 706.86 396.743 3 14 3 14 5 3.61 3.04
0004 779040039 706.98 393.642 706.98 393.642 3 14 3 14 5 3.61 3.03
0004 779040072 707.518 396.053 707.518 396.053 3 15 3 15 5 3.61 3.03
0004 779040089 707.79 397.742 707.79 397.742 3 15 3 15 5 3.6 3.02
0004 779040106 704.589 401.979 704.589 401.979 3 14 3 14 5 3.59 3.03
0004 779040122 703.467 403.622 703.467 403.622 3 14 3 14 5 3.59 3.02
0004 779040139 702.224 405.689 702.224 405.689 3 14 3 14 5 3.59 3.01
0004 779040156 699.355 406.173 699.355 406.173 3 14 3 14 5 3.58 3
0004 779040172 697.477 402.082 697.477 402.082 3 14 3 14 5 3.59 2.99
0004 779040189 694.138 404.639 694.138 404.639 3 14 3 14 5 3.59 2.99
0004 779040206 694.011 405.387 694.011 405.387 3 14 3 14 5 3.59 2.99
0004 779040222 691.434 405.128 691.434 405.128 3 14 3 14 5 3.59 2.99
0004 779040239 690.216 406.309 690.216 406.309 3 13 3 13 5 3.59 2.99
0004 779040272 688.716 406.609 688.716 406.609 3 13 3 13 5 3.59 2.98
0004 779040289 687.771 406.681 687.771 406.681 3 13 3 13 5 3.6 3
0004 779040306 688.104 405.236 688.104 405.236 3 13 3 13 5 3.6 2.99
0004 779040339 688.481 405.353 688.481 405.353 3 13 3 13 5 3.61 2.99
0004 779040356 685.188 403.177 685.188 403.177 3 13 3 13 5 3.61 3
0004 779040372 683.852 402.197 683.852 402.197 3 13 3 13 5 3.6 2.99
0004 779040389 683.743 405.949 683.743 405.949 3 13 3 13 5 3.6 2.99
0004 779040406 683.724 407.289 683.724 407.289 3 13 3 13 5 3.61 2.99
0004 779040422 680.061 407.174 680.061 407.174 3 13 3 13 5 3.61 3
0004 779040439 680.591 406.606 680.591 406.606 3 13 3 13 5 3.61 2.99
0004 779040456 677.556 406.863 677.556 406.863 3 13 3 13 5 3.6 2.98
0004 779040472 784.47 408.052 784.47 408.052 4 19 4 19 5 3.61 3.01
0004 779040489 775.563 407.104 775.563 407.104 4 19 4 19 5 3.61 3.01
0004 779040506 785.704 406.77 785.704 406.77 4 19 4 19 5 3.62 3.01
0004 779040522 785.99 408.178 785.99 408.178 4 19 4 19 5 3.63 3.01
0004 779040539 786.378 409.298 786.378 409.298 4 19 4 19 5 3.63 3.02
0004 779040589 787.533 409.604 787.533 409.604 6 20 6 20 5 3.63 3.03
0004 779040606 788.464 410.111 788.464 410.111 6 20 6 20 5 3.63 3.04
0004 779040622 788.605 411.017 788.605 411.017 6 20 6 20 5 3.63 3.03
0004 779040639 788.65 410.873 788.65 410.873 6 20 6 20 5 3.63 3.03
0004 779040656 788.361 412.088 788.361 412.088 6 20 6 20 5 3.63 3.03
0004 779040672 787.443 412.434 787.443 412.434 6 20 6 20 5 3.63 3.03
0004 779040689 788.323 413.468 788.323 413.468 6 20 6 20 5 3.64 3.02
0004 779040706 789.51 415.114 789.51 415.114 6 20 6 20 5 3.64 3.01
0004 779040739 949.513 431.071 949.513 431.071 0 0 0 0 5 3.66 3.02
0004 779040772 1119.74 630.696 1119.74 630.696 0 0 0 0 5 3.65 3.02
0004 779040789 1130.19 635.371 1130.19 635.371 0 0 0 0 5 3.64 3.03
0004 779040839 1120.28 634.26 1120.28 634.26 0 0 0 0 5 3.64 3.05
0004 779040873 1117.98 634.284 1117.98 634.284 0 0 0 0 5 3.64 3.06
0004 779040889 1117.81 632.72 1117.81 632.72 0 0 0 0 5 3.65 3.07
0004 779040939 1118.82 632.528 1118.82 632.528 0 0 0 0 5 3.65 3.07
0004 779040956 1119.08 630.866 1119.08 630.866 0 0 0 0 5 3.66 3.07
0004 779040973 1119.78 629.488 1119.78 629.488 0 0 0 0 5 3.66 3.07
0004 779040989 1120 629.124 1120 629.124 0 0 0 0 5 3.65 3.06
0004 779041006 1118.76 627.1 1118.76 627.1 0 0 0 0 5 3.65 3.07
0004 779041023 1118.22 626.296 1118.22 626.296 0 0 0 0 5 3.63 3.07
0004 779041039 1117.89 624.967 1117.89 624.967 0 0 0 0 5 3.62 3.07
0004 779041056 1116.88 623.433 1116.88 623.433 0 0 0 0 5 3.62 3.07
0004 779041089 1117.59 623.602 1117.59 623.602 0 0 0 0 5 3.62 3.07
0004 779041106 1117.75 622.753 1117.75 622.753 0 0 0 0 5 3.61 3.07
0004 779041139 1117.03 621.935 1117.03 621.935 0 0 0 0 5 3.59 3.07
0004 779041156 1116.37 621.257 1116.37 621.257 0 0 0 0 5 3.58 3.06
0004 779041189 1116.33 620.536 1116.33 620.536 0 0 0 0 5 3.57 3.06
0004 779041206 1115.77 620.28 1115.77 620.28 0 0 0 0 5 3.56 3.05
0004 779041239 1114.66 620.324 1114.66 620.324 0 0 0 0 5 3.56 3.05
0004 779041256 1114.46 620.785 1114.46 620.785 0 0 0 0 5 3.56 3.05
0004 779041273 1113.91 621.202 1113.91 621.202 0 0 0 0 5 3.55 3.06
0004 779041289 1113.24 622.335 1113.24 622.335 0 0 0 0 5 3.54 3.05
0004 779041306 1112.19 623.125 1112.19 623.125 0 0 0 0 5 3.54 3.05
0004 779041323 1112.02 623.515 1112.02 623.515 0 0 0 0 5 3.54 3.05
0004 779041339 1112.75 623.635 1112.75 623.635 0 0 0 0 5 3.54 3.05
0004 779041356 1113.13 625.129 1113.13 625.129 0 0 0 0 5 3.55 3.05
0004 779041373 1112.59 624.513 1112.59 624.513 0 0 0 0 5 3.54 3.04
0004 779041406 1112.12 624.186 1112.12 624.186 0 0 0 0 5 3.53 3.04
0004 779041423 1111.59 623.664 1111.59 623.664 0 0 0 0 5 3.53 3.03
0004 779041440 1111.71 623.801 1111.71 623.801 0 0 0 0 5 3.53 3.02
0004 779041489 1111.55 625.043 1111.55 625.043 0 0 0 0 5 3.52 3.02
0004 779041506 1111.98 624.946 1111.98 624.946 0 0 0 0 5 3.51 3.02
0004 779041523 1113.6 624.157 1113.6 624.157 0 0 0 0 5 3.51 3.02
0004 779041540 1114.64 623.039 1114.64 623.039 0 0 0 0 5 3.51 3.01
0004 779041556 1114.96 621.338 1114.96 621.338 0 0 0 0 5 3.51 3.01
0004 779041573 1114.76 621.268 1114.76 621.268 0 0 0 0 5 3.51 3
0004 779041589 1114.65 619.061 1114.65 619.061 0 0 0 0 5 3.51 3
0004 779041606 1115.02 619.385 1115.02 619.385 0 0 0 0 5 3.5 2.99
0004 779041623 1115.03 619.259 1115.03 619.259 0 0 0 0 5 3.5 2.99
0004 779041640 1115.3 619.055 1115.3 619.055 0 0 0 0 5 3.49 2.99
0004 779041656 1114.92 617.837 1114.92 617.837 0 0 0 0 5 3.49 2.99
0004 779041673 1114.98 616.592 1114.98 616.592 0 0 0 0 5 3.48 2.97
0004 779041690 1114.64 615.408 1114.64 615.408 0 0 0 0 5 3.48 2.98
0004 779041706 1113.93 615.989 1113.93 615.989 0 0 0 0 5 3.49 2.97
0004 779041740 1113.02 615.931 1113.02 615.931 0 0 0 0 5 3.47 2.97
0004 779041756 1112.79 617.315 1112.79 617.315 0 0 0 0 5 3.47 2.97
0004 779041773 1111.8 618.008 1111.8 618.008 0 0 0 0 5 3.46 2.98
0004 779041790 1111.35 619.436 1111.35 619.436 0 0 0 0 5 3.46 2.99
0004 779041806 1111.36 621.466 1111.36 621.466 0 0 0 0 5 3.46 2.99
0004 779041823 1111.61 622.874 1111.61 622.874 0 0 0 0 5 3.46 3
