suj,trial_id,is_trial,trial_name,trial_type,response,dur,ojoDI,blink,amp_sacada,pupila,gaze,nf,fixX,fixY,targetSide,tX1,tY1,tX2,tY2,tX3,tY3,score
2019_04_01_19_40_15,0,0,0-test-different-0,N/A,N/A,60,1,0,9.14232,3.5154,1146,18,818.6,561.6,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-0,N/A,N/A,67,1,0,0.371437,3.50943,1146,18,823.455,546.818,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-0,different,S,187,0,0,0,3.24336,883,9,967.172,568.069,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-0,different,S,54,0,0,7.18681,3.20809,883,9,704.444,417.889,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-0,different,S,93,0,0,0.494847,3.18475,883,9,724.733,422.133,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-0,different,S,80,0,0,12.2321,3.28678,883,9,1219.85,262.231,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-0,different,S,67,0,0,0.451847,3.25992,883,9,1238.73,263.545,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-0,different,S,134,0,0,0.254715,3.22237,883,9,1244.71,254.714,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-0,different,S,121,0,0,0.494647,3.19949,883,9,1224.74,260.211,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-0,different,S,67,0,0,9.97946,3.09122,883,9,811.909,349.091,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-0,different,S,80,0,0,0.947369,3.1381,883,9,787.538,317.769,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-0,different,S,187,1,0,0,3.39132,917,8,1005.24,565.483,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-0,different,S,61,1,0,6.68154,3.37352,917,8,749,449.8,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-0,different,S,87,1,0,0.894747,3.3971,917,8,715.214,433.571,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-0,different,S,73,1,0,12.5629,3.2275,917,8,1236.67,314.75,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-0,different,S,207,1,0,0.519377,3.19664,917,8,1246.25,295.219,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-0,different,S,168,1,0,0.426837,3.15332,917,8,1256.12,280.308,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-0,different,S,54,1,0,10.3022,3.26415,917,8,828.333,365.778,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-0,different,S,80,1,0,1.00331,3.25919,917,8,808.846,328.538,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-1,N/A,N/A,107,0,0,0,3.12673,1680,16,984.765,338.588,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-1,N/A,N/A,113,0,0,2.66911,3.13756,1680,16,940.611,441.389,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-1,N/A,N/A,74,0,0,0.749091,3.19912,1680,16,966.333,423.417,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-1,N/A,N/A,101,0,0,8.98282,3.14095,1680,16,668.375,658.25,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-1,N/A,N/A,114,0,0,0.803387,3.1218,1680,16,650.611,686.833,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-1,N/A,N/A,101,0,0,8.57269,3.12491,1680,16,1010.81,653,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-1,N/A,N/A,53,0,0,1.65855,3.05742,1680,16,1003.56,583.889,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-1,N/A,N/A,53,0,0,1.95166,3.01311,1680,16,987.667,664.111,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-1,N/A,N/A,167,0,0,6.16124,2.89534,1680,16,741.846,582.308,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-1,N/A,N/A,93,0,0,1.08444,2.98863,1680,16,703.8,607.133,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-1,N/A,N/A,54,0,0,8.57816,3.03069,1680,16,1063.89,569.778,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-1,N/A,N/A,154,0,0,1.65844,3.10251,1680,16,1132.21,582.458,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-1,N/A,N/A,168,0,0,8.62557,3.04807,1680,16,768.577,599.962,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-1,N/A,N/A,60,0,0,9.38555,3.09513,1680,16,1165.1,588.6,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-1,N/A,N/A,101,0,0,1.70404,3.15117,1680,16,1236.19,595.25,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-1,N/A,N/A,167,0,0,8.90365,3.02956,1680,16,860.231,599.192,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-1,N/A,N/A,114,1,0,0,3.33451,1668,13,958,373.222,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-1,N/A,N/A,128,1,0,1.82173,3.31026,1668,13,982.1,445.65,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-1,N/A,N/A,74,1,0,8.82279,3.36981,1668,13,671.25,650.917,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-1,N/A,N/A,140,1,0,0.171783,3.26207,1668,13,677,646.591,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-1,N/A,N/A,54,1,0,7.07559,3.25843,1668,13,970.111,593.444,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-1,N/A,N/A,187,1,0,0.454096,3.1733,1668,13,984.724,605.621,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-1,N/A,N/A,234,1,0,6.13597,3.07511,1668,13,728.417,576.083,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-1,N/A,N/A,154,1,0,9.05756,3.09708,1668,13,1110.75,589.958,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-1,N/A,N/A,94,1,0,0.168445,3.08338,1668,13,1116.53,594,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-1,N/A,N/A,154,1,0,8.34436,3.12756,1668,13,764.917,610.667,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-1,N/A,N/A,94,1,0,9.61058,3.20009,1668,13,1171.07,597.133,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-1,N/A,N/A,81,1,0,0.851647,3.16636,1668,13,1203.46,612.077,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-1,N/A,N/A,160,1,0,7.97257,3.06272,1668,13,869.48,574.24,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-1,different,D,80,0,0,0,3.0739,696,7,1112.69,467.462,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-1,different,D,107,0,0,0.784147,3.0713,696,7,1089.82,443.882,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-1,different,D,68,0,0,9.47856,3.01463,696,7,707.545,323.818,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-1,different,D,181,0,0,1.35659,3.01838,696,7,705.286,380.607,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-1,different,D,73,0,0,11.5181,3.11659,696,7,1186.5,293.333,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-1,different,D,127,0,0,0.766893,3.14914,696,7,1216.1,280.85,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-1,different,D,60,0,0,0.611744,3.19397,696,7,1240.9,274.4,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-1,different,D,194,1,0,0,3.04538,778,7,1059.87,450.867,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-1,different,D,67,1,0,4.13513,2.99908,778,7,1177.55,323.364,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-1,different,D,74,1,0,10.156,3.09836,778,7,748,341.167,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-1,different,D,94,1,0,1.40928,3.05517,778,7,757.333,399.467,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-1,different,D,94,1,0,1.42096,3.09896,778,7,701.333,419.667,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-1,different,D,94,1,0,12.3303,3.10943,778,7,1212.4,301.267,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-1,different,D,161,1,0,0.372867,3.14203,778,7,1227.16,296.16,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,87,0,0,0,2.96628,1506,17,983.143,443.214,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,73,0,0,1.11248,2.95805,1506,17,1011.42,406.167,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,94,0,0,8.0672,2.90473,1506,17,702.267,548.067,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,80,0,0,1.09672,2.87742,1506,17,738.462,519.769,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,141,0,0,8.59083,2.88629,1506,17,1049.14,332.864,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,67,0,0,1.30269,2.90256,1506,17,1067.45,384.273,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,215,0,0,7.35096,2.89169,1506,17,768.182,463.606,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,80,0,0,3.19526,2.89314,1506,17,688.077,571,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,87,0,0,0.524345,2.93092,1506,17,685.286,549.214,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,61,0,0,0.752308,3.00526,1506,17,705,573.8,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,94,0,0,0.388501,3.01115,1506,17,696.933,559.667,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,47,0,0,0.952779,3.01088,1506,17,657.5,553.5,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,93,0,0,2.77212,3.05176,1506,17,773.6,548.533,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,80,0,0,0.959985,3.10179,1506,17,802.692,520.769,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,74,0,0,5.17028,3.05334,1506,17,995.917,421.667,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,53,0,0,4.5056,3.06945,1506,17,1160.33,328.222,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,80,0,0,0.499945,3.05244,1506,17,1141.85,318.385,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,74,1,0,0,2.98802,1714,16,996.083,476.25,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,67,1,0,1.12114,2.95813,1714,16,966,440.182,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,73,1,0,0.140834,3.0147,1714,16,964.75,434.417,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,94,1,0,6.00298,2.98853,1714,16,727.6,520.733,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,80,1,0,0.370668,2.98051,1714,16,740.385,511.923,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,221,1,0,8.21344,2.9141,1714,16,1071.71,410.794,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,221,1,0,5.92499,2.95081,1714,16,825.824,450.5,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,241,1,0,3.65897,3.02733,1714,16,695.595,531.703,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,128,1,0,0.612225,3.08155,1714,16,703,507.15,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,121,1,0,2.32915,3.10318,1714,16,799.895,495.316,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,53,1,0,0.789985,3.13489,1714,16,809.444,527,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,60,1,0,4.59246,3.06579,1714,16,957.8,403.9,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,114,1,0,0.29607,3.04784,1714,16,956.611,391.556,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,67,1,0,4.49458,3.04229,1714,16,1144.64,406.909,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,54,1,0,0.379648,3.02776,1714,16,1131.67,416.111,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-2,N/A,N/A,46,1,0,0.83624,2.99925,1714,16,1166.38,411.375,181,613,1061,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-same-2,same,S,140,0,0,0,2.87719,407,4,811.636,447.091,181,613,677,1125,1061,0,0,29
2019_04_01_19_40_15,0,1,0-test-same-2,same,S,73,0,0,6.29576,2.89864,407,4,655.5,233.25,181,613,677,1125,1061,0,0,29
2019_04_01_19_40_15,0,1,0-test-same-2,same,S,134,0,0,0.65514,2.93989,407,4,681.762,225.286,181,613,677,1125,1061,0,0,29
2019_04_01_19_40_15,0,1,0-test-same-2,same,S,60,0,0,1.4644,3.02774,407,4,661.8,283.3,181,613,677,1125,1061,0,0,29
2019_04_01_19_40_15,0,1,0-test-same-2,same,S,181,1,0,0,3.0043,396,4,847.179,446.821,181,613,677,1125,1061,0,0,29
2019_04_01_19_40_15,0,1,0-test-same-2,same,S,61,1,0,5.47855,3.0657,396,4,720.4,254.7,181,613,677,1125,1061,0,0,29
2019_04_01_19_40_15,0,1,0-test-same-2,same,S,87,1,0,0.39132,3.08893,396,4,715.786,270.429,181,613,677,1125,1061,0,0,29
2019_04_01_19_40_15,0,1,0-test-same-2,same,S,67,1,0,0.5795,3.17735,396,4,718.545,294.545,181,613,677,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,67,0,0,0,2.95607,1713,16,991.727,441.818,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,94,0,0,0.769229,2.96556,1713,16,983,410.8,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,53,0,0,0.797713,3.00331,1713,16,950.111,404.889,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,222,0,0,6.66874,2.90204,1713,16,669.706,394.412,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,74,0,0,0.710141,2.77668,1713,16,696.5,407.333,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,134,0,0,0.942073,2.82031,1713,16,657.714,400.048,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,160,0,0,1.18195,2.77619,1713,16,706.44,391.24,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,74,0,0,5.4986,2.79933,1713,16,923.667,312.583,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,101,0,0,0.617731,2.76314,1713,16,932.75,336.813,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,160,0,0,4.12189,2.85692,1713,16,766.44,384.28,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,86,0,0,10.8526,2.96674,1713,16,1210.5,263.857,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,107,0,0,1.15738,2.92867,1713,16,1208.53,215.412,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,107,0,0,11.3145,2.88193,1713,16,764.824,399,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,60,0,0,1.10463,2.86494,1713,16,720,410.5,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,167,0,0,10.377,3.04265,1713,16,1143.15,291.846,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,47,0,0,10.4717,2.97761,1713,16,707.25,374,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,128,1,0,0,2.95601,1627,15,945.25,416.85,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,86,1,0,0.815407,2.99483,1627,15,967.643,442.643,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,134,1,0,6.59303,2.99853,1627,15,698.333,376.19,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,154,1,0,0.621802,2.93553,1627,15,699.417,350.167,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,94,1,0,0.126226,2.89368,1627,15,703.6,353.4,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,101,1,0,0.219361,2.86048,1627,15,698.625,361.125,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,114,1,0,0.611972,2.78303,1627,15,681.556,342,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,127,1,0,5.3735,2.78215,1627,15,906.5,360.95,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,67,1,0,0.594182,2.79468,1627,15,900.091,385,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,100,1,0,3.81813,2.87888,1627,15,741.063,404.063,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,80,1,0,10.862,2.89777,1627,15,1185.85,284.769,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,108,1,0,1.44963,2.90322,1627,15,1216.12,232.118,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,160,1,0,10.505,2.96605,1627,15,790.84,363.2,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,47,1,0,8.68733,2.94964,1627,15,1152.38,301.875,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,0,0-test-different-3,N/A,N/A,127,1,0,0.418498,2.9388,1627,15,1158.5,318.3,181,613,869,1125,677,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-3,different,D,188,0,0,0,3.01318,496,5,1020.86,290.621,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-3,different,D,60,0,0,10.6173,3.1338,496,5,671.2,573.7,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-3,different,D,74,0,0,12.4595,3.15512,496,5,1201,596.167,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-3,different,D,67,0,0,0.758694,3.16008,496,5,1211.18,626.273,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-3,different,D,107,0,0,0.736881,3.15993,496,5,1240.41,616.353,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-3,different,D,94,1,0,0,3.0891,495,5,1025,363.933,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-3,different,D,87,1,0,0.942859,3.08919,495,5,1008.14,328.214,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-3,different,D,94,1,0,9.58537,3.25432,495,5,680.667,567,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-3,different,D,100,1,0,12.3181,3.20716,495,5,1202.56,614.625,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,1,0-test-different-3,different,D,120,1,0,0.524765,3.19569,495,5,1221.32,603.158,181,613,1061,1125,1061,0,0,29
2019_04_01_19_40_15,0,0,0-test-same-4,N/A,N/A,73,0,0,0,3.04934,1740,19,1000.58,436.167,181,613,677,1125,869,0,0,29
